oblast,raion,hromada,level,started_at,finished_at
Volynska oblast,,,oblast,2022-04-07 10:07:09+00:00,2022-04-07 10:26:54+00:00
Lvivska oblast,,,oblast,2022-04-07 10:07:37+00:00,2022-04-07 10:32:08+00:00
Ternopilska oblast,,,oblast,2022-04-07 10:07:57+00:00,2022-04-07 10:31:08+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-07 11:28:00+00:00,2022-04-07 12:05:51+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,m. Pershotravensk ta Pershotravenska terytorialna hromada,hromada,2022-04-07 11:28:18+00:00,2022-04-07 12:26:11+00:00
Donetska oblast,,,oblast,2022-04-07 11:29:19+00:00,2022-04-07 12:10:16+00:00
Kharkivska oblast,,,oblast,2022-04-07 11:31:11+00:00,2022-04-07 12:23:41+00:00
Dnipropetrovska oblast,,,oblast,2022-04-07 11:34:37+00:00,2022-04-07 12:25:45+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-07 11:36:52+00:00,2022-04-07 12:28:06+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,m. Pershotravensk ta Pershotravenska terytorialna hromada,hromada,2022-04-07 13:32:33+00:00,2022-04-07 14:07:26+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-04-07 13:34:04+00:00,2022-04-07 14:35:09+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-07 13:34:07+00:00,2022-04-07 13:59:54+00:00
Kharkivska oblast,Lozivskyi raion,,raion,2022-04-07 13:34:15+00:00,2022-04-07 14:35:15+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-07 13:35:00+00:00,2022-04-07 14:00:28+00:00
Dnipropetrovska oblast,,,oblast,2022-04-07 13:36:35+00:00,2022-04-07 13:39:13+00:00
Donetska oblast,,,oblast,2022-04-07 13:37:16+00:00,2022-04-07 14:00:21+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-07 13:37:59+00:00,2022-04-07 14:00:32+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-07 13:38:18+00:00,2022-04-07 13:49:32+00:00
Zaporizka oblast,,,oblast,2022-04-07 14:14:39+00:00,2022-04-07 15:13:33+00:00
Donetska oblast,,,oblast,2022-04-07 14:32:18+00:00,2022-04-07 15:04:35+00:00
Kharkivska oblast,,,oblast,2022-04-07 14:45:30+00:00,2022-04-07 14:57:04+00:00
Kyiv City,,,oblast,2022-04-07 17:00:59+00:00,2022-04-07 17:31:25+00:00
Kyivska oblast,,,oblast,2022-04-07 17:02:54+00:00,2022-04-07 17:32:33+00:00
Cherkaska oblast,,,oblast,2022-04-07 17:03:01+00:00,2022-04-07 17:32:17+00:00
Chernihivska oblast,,,oblast,2022-04-07 17:03:44+00:00,2022-04-07 17:34:33+00:00
Dnipropetrovska oblast,,,oblast,2022-04-07 18:22:28+00:00,2022-04-07 19:32:15+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-07 18:23:44+00:00,2022-04-07 19:32:31+00:00
Zaporizka oblast,,,oblast,2022-04-07 18:26:27+00:00,2022-04-07 19:33:20+00:00
Poltavska oblast,,,oblast,2022-04-07 18:57:29+00:00,2022-04-07 19:32:04+00:00
Chernihivska oblast,,,oblast,2022-04-07 19:04:05+00:00,2022-04-07 19:27:24+00:00
Kharkivska oblast,,,oblast,2022-04-07 19:05:54+00:00,2022-04-07 19:31:36+00:00
Odeska oblast,,,oblast,2022-04-07 19:50:39+00:00,2022-04-07 20:18:46+00:00
Vinnytska oblast,,,oblast,2022-04-07 19:54:35+00:00,2022-04-07 20:00:42+00:00
Poltavska oblast,,,oblast,2022-04-07 19:54:42+00:00,2022-04-07 19:59:33+00:00
Kharkivska oblast,,,oblast,2022-04-07 20:32:10+00:00,2022-04-07 20:51:10+00:00
Dnipropetrovska oblast,,,oblast,2022-04-08 00:13:15+00:00,2022-04-08 00:48:04+00:00
Kharkivska oblast,,,oblast,2022-04-08 00:13:26+00:00,2022-04-08 00:48:53+00:00
Poltavska oblast,,,oblast,2022-04-08 00:13:33+00:00,2022-04-08 00:48:38+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-08 00:14:03+00:00,2022-04-08 00:48:31+00:00
Zaporizka oblast,,,oblast,2022-04-08 00:15:48+00:00,2022-04-08 00:50:03+00:00
Kirovohradska oblast,,,oblast,2022-04-08 00:17:16+00:00,2022-04-08 01:15:21+00:00
Cherkaska oblast,,,oblast,2022-04-08 00:17:27+00:00,2022-04-08 01:14:35+00:00
Sumska oblast,,,oblast,2022-04-08 00:24:30+00:00,2022-04-08 00:50:58+00:00
Donetska oblast,,,oblast,2022-04-08 00:27:29+00:00,2022-04-08 00:52:17+00:00
Kharkivska oblast,,,oblast,2022-04-08 03:58:07+00:00,2022-04-08 04:36:59+00:00
Poltavska oblast,,,oblast,2022-04-08 04:01:29+00:00,2022-04-08 04:35:47+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-08 04:10:50+00:00,2022-04-08 04:28:33+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-08 04:11:16+00:00,2022-04-08 04:28:59+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-08 04:13:44+00:00,2022-04-08 04:29:04+00:00
Donetska oblast,Volnovaskyi raion,,raion,2022-04-08 04:31:26+00:00,2022-04-08 05:05:44+00:00
Donetska oblast,Pokrovskyi raion,Kurakhivska terytorialna hromada,hromada,2022-04-08 04:33:35+00:00,2022-04-08 05:05:53+00:00
Zaporizka oblast,,,oblast,2022-04-08 04:35:49+00:00,2022-04-08 05:43:59+00:00
Dnipropetrovska oblast,,,oblast,2022-04-08 04:42:38+00:00,2022-04-08 05:39:29+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-08 04:43:03+00:00,2022-04-08 05:39:39+00:00
Donetska oblast,,,oblast,2022-04-08 05:06:02+00:00,2022-04-08 05:21:25+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-08 05:25:38+00:00,2022-04-08 05:56:14+00:00
Khmelnytska oblast,,,oblast,2022-04-08 05:26:32+00:00,2022-04-08 05:53:35+00:00
Lvivska oblast,,,oblast,2022-04-08 05:27:07+00:00,2022-04-08 05:53:21+00:00
Ternopilska oblast,,,oblast,2022-04-08 05:27:40+00:00,2022-04-08 05:58:27+00:00
Volynska oblast,,,oblast,2022-04-08 05:28:22+00:00,2022-04-08 05:59:05+00:00
Rivnenska oblast,,,oblast,2022-04-08 05:29:06+00:00,2022-04-08 06:00:06+00:00
Zhytomyrska oblast,,,oblast,2022-04-08 05:38:08+00:00,2022-04-08 06:56:08+00:00
Kyiv City,,,oblast,2022-04-08 05:39:02+00:00,2022-04-08 06:55:50+00:00
Kyivska oblast,,,oblast,2022-04-08 05:40:08+00:00,2022-04-08 06:57:36+00:00
Chernihivska oblast,,,oblast,2022-04-08 05:45:19+00:00,2022-04-08 06:57:36+00:00
Vinnytska oblast,,,oblast,2022-04-08 06:16:43+00:00,2022-04-08 06:41:43+00:00
Cherkaska oblast,,,oblast,2022-04-08 06:43:13+00:00,2022-04-08 06:56:32+00:00
Kharkivska oblast,,,oblast,2022-04-08 06:50:05+00:00,2022-04-08 07:47:00+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-08 07:26:47+00:00,2022-04-08 07:57:00+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-08 07:29:58+00:00,2022-04-08 07:56:09+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-08 07:34:35+00:00,2022-04-08 07:56:01+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-04-08 07:35:57+00:00,2022-04-08 07:58:08+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,,raion,2022-04-08 07:37:33+00:00,2022-04-08 08:11:28+00:00
Zaporizka oblast,,,oblast,2022-04-08 08:24:25+00:00,2022-04-08 09:06:42+00:00
Dnipropetrovska oblast,,,oblast,2022-04-08 08:24:35+00:00,2022-04-08 09:03:10+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-08 08:25:35+00:00,2022-04-08 09:04:05+00:00
Kharkivska oblast,,,oblast,2022-04-08 08:26:00+00:00,2022-04-08 09:03:45+00:00
Poltavska oblast,,,oblast,2022-04-08 08:27:08+00:00,2022-04-08 09:04:15+00:00
Donetska oblast,,,oblast,2022-04-08 08:29:11+00:00,2022-04-08 08:40:53+00:00
Sumska oblast,,,oblast,2022-04-08 08:31:47+00:00,2022-04-08 09:47:58+00:00
Kharkivska oblast,,,oblast,2022-04-08 09:43:45+00:00,2022-04-08 10:28:03+00:00
Poltavska oblast,,,oblast,2022-04-08 09:44:10+00:00,2022-04-08 10:32:41+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-08 09:47:10+00:00,2022-04-08 10:58:19+00:00
Donetska oblast,,,oblast,2022-04-08 09:47:47+00:00,2022-04-08 10:58:33+00:00
Dnipropetrovska oblast,,,oblast,2022-04-08 10:59:20+00:00,2022-04-08 11:13:24+00:00
Zaporizka oblast,,,oblast,2022-04-08 11:00:33+00:00,2022-04-08 11:14:50+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-08 11:01:03+00:00,2022-04-08 11:14:37+00:00
Cherkaska oblast,,,oblast,2022-04-08 11:51:49+00:00,2022-04-08 12:19:29+00:00
Kirovohradska oblast,,,oblast,2022-04-08 11:52:36+00:00,2022-04-08 12:19:33+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-08 14:06:13+00:00,2022-04-08 14:35:42+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-08 14:12:58+00:00,2022-04-08 14:35:49+00:00
Cherkaska oblast,,,oblast,2022-04-08 14:16:55+00:00,2022-04-08 15:05:21+00:00
Kirovohradska oblast,,,oblast,2022-04-08 14:17:30+00:00,2022-04-08 15:05:35+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-08 14:18:50+00:00,2022-04-08 14:51:23+00:00
Odeska oblast,,,oblast,2022-04-08 14:35:43+00:00,2022-04-08 15:05:41+00:00
Odeska oblast,,,oblast,2022-04-08 17:03:17+00:00,2022-04-08 17:33:59+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-04-08 17:09:38+00:00,2022-04-08 20:01:33+00:00
Mykolaivska oblast,,,oblast,2022-04-08 17:09:52+00:00,2022-04-08 20:01:46+00:00
Kirovohradska oblast,,,oblast,2022-04-08 17:14:43+00:00,2022-04-08 17:41:57+00:00
Cherkaska oblast,,,oblast,2022-04-08 17:16:45+00:00,2022-04-08 17:41:28+00:00
Kyivska oblast,,,oblast,2022-04-08 17:22:51+00:00,2022-04-08 17:25:38+00:00
Kyiv City,,,oblast,2022-04-08 19:13:06+00:00,2022-04-08 19:40:35+00:00
Cherkaska oblast,,,oblast,2022-04-08 19:14:58+00:00,2022-04-08 19:41:36+00:00
Dnipropetrovska oblast,,,oblast,2022-04-08 19:15:14+00:00,2022-04-08 20:00:09+00:00
Odeska oblast,,,oblast,2022-04-08 19:15:36+00:00,2022-04-08 20:01:29+00:00
Kyivska oblast,,,oblast,2022-04-08 19:16:32+00:00,2022-04-08 19:42:52+00:00
Zaporizka oblast,,,oblast,2022-04-08 19:17:07+00:00,2022-04-08 20:06:28+00:00
Vinnytska oblast,,,oblast,2022-04-08 19:19:39+00:00,2022-04-08 19:58:39+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-08 19:20:50+00:00,2022-04-08 20:01:02+00:00
Kirovohradska oblast,,,oblast,2022-04-08 19:31:20+00:00,2022-04-08 19:42:00+00:00
Poltavska oblast,Kremenchutskyi raion,m. Kremenchuk ta Kremenchutska terytorialna hromada,hromada,2022-04-08 19:31:46+00:00,2022-04-08 20:07:40+00:00
Cherkaska oblast,,,oblast,2022-04-08 19:43:03+00:00,2022-04-08 20:00:58+00:00
Kirovohradska oblast,,,oblast,2022-04-08 19:43:13+00:00,2022-04-08 20:01:34+00:00
Donetska oblast,,,oblast,2022-04-08 20:37:01+00:00,2022-04-08 20:54:53+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-08 21:51:05+00:00,2022-04-08 22:16:28+00:00
Poltavska oblast,,,oblast,2022-04-08 21:52:56+00:00,2022-04-08 22:11:57+00:00
Cherkaska oblast,,,oblast,2022-04-08 21:52:59+00:00,2022-04-08 22:12:19+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-08 21:54:49+00:00,2022-04-08 22:10:51+00:00
Kharkivska oblast,,,oblast,2022-04-09 01:41:04+00:00,2022-04-09 02:10:14+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-09 01:44:03+00:00,2022-04-09 02:11:11+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-09 01:54:14+00:00,2022-04-09 02:16:24+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-09 03:02:28+00:00,2022-04-09 03:34:11+00:00
Kharkivska oblast,,,oblast,2022-04-09 03:04:26+00:00,2022-04-09 03:24:05+00:00
Donetska oblast,,,oblast,2022-04-09 03:23:29+00:00,2022-04-09 03:34:19+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-09 03:59:44+00:00,2022-04-09 04:08:10+00:00
Donetska oblast,Volnovaskyi raion,Velykonovosilkivska terytorialna hromada,hromada,2022-04-09 04:00:27+00:00,2022-04-09 04:08:24+00:00
Donetska oblast,Volnovaskyi raion,Vuhledarska terytorialna hromada,hromada,2022-04-09 04:00:30+00:00,2022-04-09 04:08:21+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-09 04:51:28+00:00,2022-04-09 05:22:24+00:00
Donetska oblast,,,oblast,2022-04-09 04:52:57+00:00,2022-04-09 05:23:39+00:00
Donetska oblast,Volnovaskyi raion,Velykonovosilkivska terytorialna hromada,hromada,2022-04-09 06:03:01+00:00,2022-04-09 07:32:49+00:00
Donetska oblast,Pokrovskyi raion,Avdiivska terytorialna hromada,hromada,2022-04-09 06:03:26+00:00,2022-04-09 07:33:00+00:00
Donetska oblast,Pokrovskyi raion,Kurakhivska terytorialna hromada,hromada,2022-04-09 06:03:39+00:00,2022-04-09 07:33:09+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 06:06:16+00:00,2022-04-09 06:20:26+00:00
Zaporizka oblast,,,oblast,2022-04-09 06:06:26+00:00,2022-04-09 06:21:03+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 06:06:47+00:00,2022-04-09 06:20:34+00:00
Donetska oblast,Pokrovskyi raion,Ocheretynska terytorialna hromada,hromada,2022-04-09 06:18:36+00:00,2022-04-09 07:33:12+00:00
Cherkaska oblast,,,oblast,2022-04-09 06:52:09+00:00,2022-04-09 07:20:31+00:00
Kirovohradska oblast,,,oblast,2022-04-09 06:52:45+00:00,2022-04-09 07:20:29+00:00
Poltavska oblast,,,oblast,2022-04-09 06:53:09+00:00,2022-04-09 07:20:09+00:00
Kharkivska oblast,,,oblast,2022-04-09 06:55:49+00:00,2022-04-09 07:28:17+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 07:00:36+00:00,2022-04-09 07:28:25+00:00
Zaporizka oblast,,,oblast,2022-04-09 07:01:00+00:00,2022-04-09 07:28:30+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 07:02:18+00:00,2022-04-09 07:28:37+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-09 07:03:49+00:00,2022-04-09 07:32:32+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-09 07:03:58+00:00,2022-04-09 07:32:41+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-09 07:04:36+00:00,2022-04-09 07:32:55+00:00
Zaporizka oblast,,,oblast,2022-04-09 07:55:36+00:00,2022-04-09 08:56:17+00:00
Donetska oblast,Volnovaskyi raion,Velykonovosilkivska terytorialna hromada,hromada,2022-04-09 08:00:18+00:00,2022-04-09 08:32:12+00:00
Donetska oblast,Pokrovskyi raion,Kurakhivska terytorialna hromada,hromada,2022-04-09 08:00:30+00:00,2022-04-09 08:32:25+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-09 08:02:34+00:00,2022-04-09 08:32:03+00:00
Kharkivska oblast,,,oblast,2022-04-09 08:19:55+00:00,2022-04-09 08:36:01+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 08:20:47+00:00,2022-04-09 08:34:06+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 08:21:46+00:00,2022-04-09 08:35:01+00:00
Poltavska oblast,,,oblast,2022-04-09 08:28:02+00:00,2022-04-09 08:36:20+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-09 08:58:09+00:00,2022-04-09 09:10:08+00:00
Donetska oblast,Kramatorskyi raion,Lymanska terytorialna hromada,hromada,2022-04-09 09:30:05+00:00,2022-04-09 09:38:03+00:00
Donetska oblast,Bakhmutskyi raion,Siverska terytorialna hromada,hromada,2022-04-09 09:30:41+00:00,2022-04-09 09:37:39+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-04-09 09:34:12+00:00,2022-04-09 09:37:29+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 09:48:38+00:00,2022-04-09 10:04:16+00:00
Zaporizka oblast,,,oblast,2022-04-09 09:48:57+00:00,2022-04-09 10:04:31+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 09:49:33+00:00,2022-04-09 10:16:51+00:00
Donetska oblast,Volnovaskyi raion,Velykonovosilkivska terytorialna hromada,hromada,2022-04-09 10:02:09+00:00,2022-04-09 10:52:44+00:00
Kharkivska oblast,,,oblast,2022-04-09 10:56:23+00:00,2022-04-09 11:32:42+00:00
Khersonska oblast,Khersonskyi raion,Oleshkivska terytorialna hromada,hromada,2022-04-09 10:59:54+00:00,2022-04-09 11:03:01+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 11:01:37+00:00,2022-04-09 11:30:14+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 11:02:10+00:00,2022-04-09 11:30:49+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 12:07:31+00:00,2022-04-09 13:05:18+00:00
Zaporizka oblast,,,oblast,2022-04-09 12:08:32+00:00,2022-04-09 13:20:02+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 12:09:00+00:00,2022-04-09 13:05:43+00:00
Kharkivska oblast,,,oblast,2022-04-09 12:21:27+00:00,2022-04-09 13:04:54+00:00
Poltavska oblast,,,oblast,2022-04-09 12:24:10+00:00,2022-04-09 13:06:38+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-09 12:46:48+00:00,2022-04-09 13:33:51+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-09 12:48:19+00:00,2022-04-09 13:36:27+00:00
Kharkivska oblast,,,oblast,2022-04-09 13:09:24+00:00,2022-04-09 13:34:42+00:00
Kharkivska oblast,,,oblast,2022-04-09 13:56:31+00:00,2022-04-09 14:44:25+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-09 13:58:05+00:00,2022-04-09 14:06:09+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 14:14:37+00:00,2022-04-09 14:44:26+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 14:15:15+00:00,2022-04-09 14:47:28+00:00
Zaporizka oblast,,,oblast,2022-04-09 14:15:49+00:00,2022-04-09 14:46:13+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 18:08:47+00:00,2022-04-09 19:21:13+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 18:09:53+00:00,2022-04-09 19:21:22+00:00
Poltavska oblast,,,oblast,2022-04-09 18:10:18+00:00,2022-04-09 19:18:31+00:00
Zaporizka oblast,,,oblast,2022-04-09 18:10:27+00:00,2022-04-09 19:34:54+00:00
Cherkaska oblast,,,oblast,2022-04-09 18:10:35+00:00,2022-04-09 19:18:42+00:00
Kirovohradska oblast,,,oblast,2022-04-09 18:11:25+00:00,2022-04-09 19:23:43+00:00
Kyiv City,,,oblast,2022-04-09 18:20:02+00:00,2022-04-09 19:17:13+00:00
Zhytomyrska oblast,,,oblast,2022-04-09 18:20:38+00:00,2022-04-09 19:18:30+00:00
Vinnytska oblast,,,oblast,2022-04-09 18:21:06+00:00,2022-04-09 19:14:22+00:00
Kyivska oblast,,,oblast,2022-04-09 18:22:39+00:00,2022-04-09 19:20:31+00:00
Rivnenska oblast,,,oblast,2022-04-09 18:25:32+00:00,2022-04-09 18:30:01+00:00
Volynska oblast,,,oblast,2022-04-09 18:26:00+00:00,2022-04-09 18:32:16+00:00
Khmelnytska oblast,,,oblast,2022-04-09 18:26:39+00:00,2022-04-09 18:33:08+00:00
Ternopilska oblast,,,oblast,2022-04-09 18:29:03+00:00,2022-04-09 18:40:35+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-09 18:30:23+00:00,2022-04-09 18:36:24+00:00
Mykolaivska oblast,,,oblast,2022-04-09 18:31:46+00:00,2022-04-09 19:20:36+00:00
Odeska oblast,,,oblast,2022-04-09 18:35:02+00:00,2022-04-09 19:08:53+00:00
Kharkivska oblast,,,oblast,2022-04-09 19:05:48+00:00,2022-04-09 19:18:07+00:00
Kharkivska oblast,,,oblast,2022-04-09 20:00:21+00:00,2022-04-09 21:04:39+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 20:13:16+00:00,2022-04-09 20:38:34+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 20:13:31+00:00,2022-04-09 20:38:35+00:00
Poltavska oblast,,,oblast,2022-04-09 20:13:58+00:00,2022-04-09 20:35:29+00:00
Kharkivska oblast,,,oblast,2022-04-09 21:46:59+00:00,2022-04-09 22:30:14+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 22:05:47+00:00,2022-04-09 22:29:23+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 22:06:24+00:00,2022-04-09 22:29:39+00:00
Dnipropetrovska oblast,,,oblast,2022-04-09 23:55:46+00:00,2022-04-10 01:03:06+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-09 23:56:08+00:00,2022-04-10 01:03:34+00:00
Zaporizka oblast,,,oblast,2022-04-09 23:59:13+00:00,2022-04-10 01:05:48+00:00
Poltavska oblast,,,oblast,2022-04-10 00:01:43+00:00,2022-04-10 00:26:17+00:00
Kirovohradska oblast,,,oblast,2022-04-10 00:02:52+00:00,2022-04-10 00:26:29+00:00
Dnipropetrovska oblast,,,oblast,2022-04-10 02:20:18+00:00,2022-04-10 02:56:29+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-10 02:20:52+00:00,2022-04-10 02:56:46+00:00
Zaporizka oblast,,,oblast,2022-04-10 02:21:10+00:00,2022-04-10 02:58:26+00:00
Dnipropetrovska oblast,,,oblast,2022-04-10 04:18:51+00:00,2022-04-10 04:39:44+00:00
Zaporizka oblast,,,oblast,2022-04-10 04:19:19+00:00,2022-04-10 04:42:27+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-10 04:19:30+00:00,2022-04-10 04:40:43+00:00
Donetska oblast,Volnovaskyi raion,Velykonovosilkivska terytorialna hromada,hromada,2022-04-10 04:50:45+00:00,2022-04-10 05:34:28+00:00
Donetska oblast,Pokrovskyi raion,Kurakhivska terytorialna hromada,hromada,2022-04-10 04:51:03+00:00,2022-04-10 05:34:37+00:00
Dnipropetrovska oblast,,,oblast,2022-04-10 04:52:11+00:00,2022-04-10 05:33:05+00:00
Kharkivska oblast,,,oblast,2022-04-10 04:52:25+00:00,2022-04-10 05:33:36+00:00
Zaporizka oblast,,,oblast,2022-04-10 04:52:27+00:00,2022-04-10 05:34:38+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-10 04:52:47+00:00,2022-04-10 05:33:27+00:00
Cherkaska oblast,,,oblast,2022-04-10 04:54:02+00:00,2022-04-10 05:37:04+00:00
Kirovohradska oblast,,,oblast,2022-04-10 04:55:27+00:00,2022-04-10 05:38:12+00:00
Poltavska oblast,Kremenchutskyi raion,m. Kremenchuk ta Kremenchutska terytorialna hromada,hromada,2022-04-10 04:58:21+00:00,2022-04-10 05:37:02+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-10 05:05:38+00:00,2022-04-10 05:34:17+00:00
Donetska oblast,,,oblast,2022-04-10 05:07:40+00:00,2022-04-10 05:34:05+00:00
Donetska oblast,,,oblast,2022-04-10 05:59:09+00:00,2022-04-10 06:10:21+00:00
Dnipropetrovska oblast,,,oblast,2022-04-10 06:53:14+00:00,2022-04-10 07:54:25+00:00
Zaporizka oblast,,,oblast,2022-04-10 06:54:24+00:00,2022-04-10 08:06:00+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-10 06:54:55+00:00,2022-04-10 07:54:50+00:00
Poltavska oblast,Kremenchutskyi raion,,raion,2022-04-10 06:55:04+00:00,2022-04-10 08:01:42+00:00
Cherkaska oblast,,,oblast,2022-04-10 06:55:05+00:00,2022-04-10 08:06:24+00:00
Poltavska oblast,Kremenchutskyi raion,m. Kremenchuk ta Kremenchutska terytorialna hromada,hromada,2022-04-10 06:55:09+00:00,2022-04-10 08:02:33+00:00
Kirovohradska oblast,,,oblast,2022-04-10 06:56:30+00:00,2022-04-10 08:06:48+00:00
Poltavska oblast,,,oblast,2022-04-10 06:58:06+00:00,2022-04-10 08:01:50+00:00
Kharkivska oblast,,,oblast,2022-04-10 06:58:13+00:00,2022-04-10 08:02:59+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-10 07:30:17+00:00,2022-04-10 07:32:33+00:00
